semafororo,localizacao1,localizacao2,bairro,latitude,longitude,tipo,funcionamento
243,Av. Norte Miguel Arraes de Alencar,Rua da Aurora(Ponte Limoeiro),Santo Amaro,-8.049989,-34.873799,E/Git,Veicular
244,Av. Visconde de Suassuna,Rua Gervásio Pires,Santo Amaro,-8.054486,-34.883273,E/Git,Veicular
245,Rua 21 de Abril,Av. Manoel Gonçalves da Luz,Mustardinha,-8.075102,-34.918391,E,Veic.C/Ped.
246,Estrada do Barbalho,Av. Maurício de Nassau,Iputinga,-8.035471,-34.939850,E,Veic.C/Ped.Ocas.
247,Av. Recife,Rua Raimundo Diniz,Ipsep,-8.116248,-34.923724,E/Git,Veicular
248,Av. Dois Irmãos,Em frente à Fundação Joaquim Nabuco,Apipucos,-8.020731,-34.935794,E,Ocasional/Ped.
249,Av. do Forte,Rua Gomes Taborda,Cordeiro,-8.053507,-34.928933,E,Veic.C/Ped.
250,Av. João Cabral de Melo Neto,Rua Tenente Mindelo,San Martin,-8.075063,-34.930292,E/Git,Ocasional/Ped.
251,Av. 17 de Agosto,Rua Piaui,Monterio,-8.029358,-34.925824,E,Ocasional/Ped.
252,Rua Dom Manoel da Costa,Rua Padre Landim,Torre,-8.047935,-34.912448,E,Ocasional/Ped.
253,Av. Cons. Rosa e Silva,Rua Dr. José Maria,Tamarineira,-8.034683,-34.902533,E/Git,Veicular
254,Rua do Bom Pastor,Rua Comendador A. de Carvalho,Engenho do Meio,-8.041855,-34.938849,E,Veicular
255,Cais da Alfândega,Em frente ao Shopping,Recife Antigo,-8.065063,-34.874110,E,Ocasional/Ped.
256,Av. Norte Miguel Arraes de Alencar,Em frente a Mat. Barros Lima,Casa Amarela,-8.020638,-34.923509,E/Git,Ocasional/Ped.
257,Rua Benfica,Rua Real da Torre,Madalena,-8.057092,-34.909243,E/Git,Ocasional/Ped.
258,Av. Visconde de Jequitinhonha,Av Armindo Moura,Boa Viagem,-8.150556,-34.909229,E/Git,Veicular
259,Av. Recife,Rua Senador Alberto Pasqualine,Estancia,-8.079617,-34.933912,E/Git,Veicular
260,Av. Sul,Rua Nova da Cabanga,Cabanga,-8.077861,-34.897881,E/Git,Veicular
261,Av. Recife,Rua Nossa Senhora de Fátima,Estancia,-8.082634,-34.932978,E/Git,Veic.C/Ped.Ocas.
262,Av. Caxangá,Praça do Caxangá,Cordeiro,-8.031644,-34.954884,E/Git,Veicular
263,Av. Caxangá,Estação BRT Túnel da Abolição (Cid/Sub),Madalena,-8.056418,-34.910079,E/Git,Ocasional/Ped.
264,Av. Caxangá,Estação BRT Túnel da Abolição (Sub/Cid),Madalena,-8.056584,-34.910117,E/Git,Ocasional/Ped.
265,Av. Caxangá,Estação BRT Getulio Vargas (Cid/Sub),Cordeiro,-8.050146,-34.921422,E/Git,Ocasional/Ped.
266,Av. Caxangá,Estação BRT Getulio Vargas (Sub/Cid),Cordeiro,-8.050299,-34.921551,E/Git,Pedestre
267,Av. Caxangá,Estação BRT Forte do Arraial (Cid/Sub),Cordeiro,-8.048130,-34.925055,E/Git,Ocasional/Ped.
268,Av. Caxangá,Estação BRT Forte do Arraial (Sub/Cid),Cordeiro,-8.048288,-34.925162,E/Git,Ocasional/Ped.
269,Av. Caxangá,Estação BRT  BR 101 (Cid/Sub),Iputinga,-8.038388,-34.942657,E/Git,Ocasional/Ped.
270,Av. Caxangá,Estação BRT  BR 101 (Sub/Cid),Iputinga,-8.038523,-34.942786,E/Git,Ocasional/Ped.
271,Av. Abdias de Carvalho,Próximo a UPA - Torrões (Cid/Sub),Torrões,-8.063964,-34.935793,E/Git,Ocasional/Ped.
272,Av. Abdias de Carvalho,Próximo a UPA - Torrões (Sub/Cid),Torrões,-8.064074,-34.935713,E/Git,Ocasional/Ped.
273,Av. Caxangá,Estação BRT - Zumbi (Cid/Sub),Zumbi,-8.053311,-34.915731,E/Git,Ocasional/Ped.
274,Av. Caxangá,Estação BRT - Zumbi (Sub/Cid),Zumbi,-8.053461,-34.915814,E/Git,Ocasional/Ped.
275,Av. Caxangá,Estação BRT Parque do Cordeiro (Cid/Sub),Cordeiro,-8.046260,-34.928452,E/Git,Ocasional/Ped.
276,Av. Mascarenhas de Morais,Em frente a UPA da Imbiribeira CID/SUB,Imbiribeira,-8.120813,-34.914266,E/Git,Ocasional/Ped.
277,Av. Antônio de Góis,Rua Miranda Falcão,Pina,-8.087743,-34.884504,E/Git,Pedestre
278,Pça. da República,Rua do Imperador,Santo Antonio,-8.061501,-34.877182,E,Ocasional/Ped.
279,Av. Mascarenhas de Morais,Rua Álvaro Amorim,Imbiribeira,-8.086972,-34.907580,E/Git,Veic.C/Ped.Paral.
280,Rua Tomás Gonzaga,Rua Profº.Estevão Fran. da Costa,Cordeiro,-8.048433,-34.919173,E/Git,Veicular
281,Av. Joaquim Ribeiro,Rua Ribeiro Pessoa,Caxangá,-8.030013,-34.958002,E/Git,Veicular
282,Rua Jerônimo Vilela,Rua Franklin Távora,Campo Grande,-8.028109,-34.882152,E,Veicular
283,Estrada do Arraial,Rua Paula Batista,Casa Amarela,-8.026721,-34.916176,E/Git,Veicular
284,Av. Nossa Senhora do Carmo,Av. Dantas Barreto,Santo Antonio,-8.065891,-34.879036,E/Git,Veic.C/Ped.
285,Rua Falcão de Lacerda,Rua 15 de Novembro,Tejipió,-8.092065,-34.961480,E,Veicular
286,Av. Mascarenhas de Morais,Rua Arquiteto Fernando Almeida,Imbiribeira,-8.088045,-34.907803,E/Git,Veicular
287,Av. Mascarenhas de Morais,Rua Missionário Joel Carlson,Imbiribeira,-8.096481,-34.909728,E/Git,Veic.C/Ped.Ocas.
288,Av. Mascarenhas de Morais,Rua Engº.Alves de Souza,Imbiribeira,-8.098453,-34.910102,E/Git,Veicular
289,Av. Mascarenhas de Morais,Rua Dr. Tavares Correia,Imbiribeira,-8.115595,-34.913309,E/Git,Veic.C/Ped.Ocas.
290,Av. Mascarenhas de Morais,Rua Jornalista Cleóphas de Oliveira,Imbiribeira,-8.116233,-34.913346,E/Git,Veicular
291,Estrada do Arraial,Em frente ao Colégio Dom Bosco,Casa Amarela,-8.028431,-34.910696,E/Git,Ocasional/Ped.
292,Av. Rui Barbosa,Av. Dr. Malaquias,Graças,-8.039897,-34.904022,E/Git,Veicular
293,Rua Pintor Antônio Albuquerque,Rua Hélio Brandão,Vila do Ipsep,-8.107744,-34.925727,E/Git,Veicular
294,Rua Dom Bosco,Rua Henrique Dias,Boa Vista,-8.058036,-34.894590,E/Git,Veicular
295,Estrada do Arraial,Rua Desemb. Góis Cavalcante,Casa Forte,-8.030112,-34.907056,E/Git,Ocasional/Ped.
296,Av. Norte Miguel Arraes de Alencar,Rua Maria Candida,Macaxeira,-8.012567,-34.931804,E/Git,Veicular
297,Av. Domingos Ferreira,Gilson M. Guimarães (antigo SUPERBOX),Boa Viagem,-8.105434,-34.889648,E/Git,Veic.C/Ped.Paral.
298,Rua Ribeiro de Brito,Rua Visconde de Jequitinhonha,Boa Viagem,-8.122987,-34.903879,E/Git,Veicular
299,Av. Conde da Boa Vista,Rua Osvaldo Cruz,Boa Vista,-8.056664,-34.892671,E/Git,Veicular
300,Rua São Miguel,Em frente à Esc. Amauri Medeiros,Afogados,-8.080315,-34.908269,E/Git,Ocasional/Ped.
301,Rua José Bonifácio,Rua Vitoriano Palhares,Torre,-8.043492,-34.907912,E/Git,Veicular
302,Rua Imperial,Em frente à Escola Joaquim Nabuco,São José,-8.074865,-34.891146,E/Git,Ocasional/Ped.
303,Av. Domingos Ferreira,Rua Adeth Leite,Boa Viagem,-8.101935,-34.888044,E/Git,Veicular
304,Rua Ernesto de Paula Santos,Rua Visconde de Jequitinhonha,Boa Viagem,-8.124081,-34.903819,E/Git,Veicular
305,Av. Rui Barbosa,Rua Senador Alberto Paiva,Graças,-8.043981,-34.902188,E/Git,Veicular
306,Estrada Velha de Água Fria,Rua Prof. José dos Anjos,Arruda,-8.026749,-34.897962,E,Veicular
307,Av. Beberibe,Rua Cel. Urbano de Sena,Arruda,-8.015017,-34.890140,E,Veic.C/Ped.Ocas.
308,Rua João Lira,Rua da Saudade,Boa Vista,-8.056601,-34.879851,E/Git,Veicular
309,Av. Conselheiro Rosa e Silva,Em frente ao Hospital do IPSEP,Graças,-8.047866,-34.896847,E/Git,Ocasional/Ped.
310,Av. Mascarenhas de Morais,Em frente a UPA da Imbiribeira SUB/CID,Imbiribeira,-8.120907,-34.914121,E/Git,Veic.C/Ped.Ocas.
311,Av. Sul,Praça Sérgio Loreto,São José,-8.073372,-34.885191,E/Git,Veicular
312,Av. Norte Miguel Arraes de Alencar,Rua da Harmonia,Casa Amarela,-8.023829,-34.912528,E/Git,Veicular
313,Rua 21 de Abril,Em frente à Escola Antônio Farias,Afogados,-8.072345,-34.925366,E,Ocasional/Ped.
314,Av. Beberibe,Rua Expedicionário Inácio Gomes,Beberibe,-8.004794,-34.893625,E,Ocasional/Ped.
315,Rua São Nicolau,Rua Abdias Cabral de Moura,Vila do Ipsep,-8.106877,-34.926670,E/Git,Veicular
316,Av. Masc. de Morais,Ao lado Semáforo Nº 279,Imbiribeira,-8.087051,-34.907504,E/Git,Ocasional/Ped.
317,Rua Souza Bandeira,Rua Marquês de Maricá,Cordeiro,-8.047588,-34.917384,E/Git,Veic.C/Ped.
318,Av. Cons. Aguiar,Rua Cel. Sérgio Cardim,Boa Viagem,-8.130807,-34.901285,E/Git,Veicular
319,Av. Recife,Av. Senador Robert Kennedy,Vila da Sudene,-8.119429,-34.920891,E/Git,Veicular
320,Av. Sul,Ponte dos Afogados,Afogados,-8.079511,-34.902473,E/Git,Veicular
321,Rua Padre Carapuceiro,Av. Fernando Simões Barbosa,Boa Viagem ,-8.117528,-34.900801,E/Git,Veicular
322,Rua Dez de Julho,Em frente a Estação Metrô Aeroporto,Imbiribeira,-8.134524,-34.914772,E/Git,Ocasional/Ped.
323,Av. Dois Rios,Próx. a Rua Fernando Tomaz da Silva,Ibura,-8.116596,-34.941130,E/Git,Veic.C/Ped.Ocas.
324,Av. Domingos Ferreira,Rua Antônio Pedro Figueiredo,Boa Viagem,-8.099950,-34.887130,E/Git,Veicular
325,Av. Dois Rios,Próx. a Rua Rio Pajeú,Ibura,-8.113534,-34.938989,E/Git,Ocasional/Ped.
326,Av. Gal. San Martin,Rua Delmiro Gouveia,Bongi,-8.065287,-34.927227,E/Git,Veic.C/Ped.
327,Av. Abdias de Carvalho,Em frente a Estácio - Sub/Cid.,Prado,-8.062513,-34.917033,E,Ocasional/Ped.
328,Av. Abdias de Carvalho,Em frente à FIR - Cid/Sub.,Prado,-8.062363,-34.917038,E,Ocasional/Ped.
329,Rua Ernesto de Paula Santos,Av. Fernando Simões Barbosa,Boa Viagem,-8.124460,-34.901516,E/Git,Veicular
330,Rua Ernesto de Paula Santos,Rua Ten. Domingos de Brito,Boa Viagem,-8.124127,-34.905228,E/Git,Veicular
331,Rua Ribeiro de Brito,Rua Ten. Domingos de Brito,Boa Viagem,-8.122961,-34.905213,E/Git,Veicular
332,Rua Ribeiro de Brito,Av. Fernando Simões Barbosa,Boa Viagem,-8.123331,-34.901447,E/Git,Veicular
333,Rua São Miguel,Rua Santos Araújo,Afogados,-8.080316,-34.909456,E/Git,Veicular
334,Rua 21 de Abril,Rua Cosme Viana,Afogados,-8.076993,-34.909194,E/Git,Veic.C/Ped.
335,Av. Fernando Simões Barbosa,Rua Bruno Veloso,Boa Viagem,-8.121371,-34.901309,E/Git,Veicular
336,Av. Recife,Em frente ao Hospital Geral de Areias,Caçote,-8.100611,-34.928171,E/Git,Ocasional/Ped.
337,Av. Recife,Em frente ao antigo BOMPREÇO,Ipsep,-8.112517,-34.926508,E/Git,Ocasional/Ped.
338,Av. Domingos Ferreira,Rua Bruno Veloso,Boa Viagem,-8.121631,-34.899050,E/Git,Veicular
339,Av. João de Barros,Próximo a Rua Marquês do Paraná,Espinheiro,-8.042850,-34.890702,E/Git,Ocasional/Ped.
340,Cais do Apolo,Em frente à Prefeitura do Recife,Bairro do Recife,-8.054344,-34.871957,E/Git,Ocasional/Ped.
341,Rua Jerônimo Vilela,Rua Marquês de Baiapendi,Campo Grande,-8.025460,-34.882737,E,Veic.C/Ped.Ocas.
342,Rua Cônego Barata,Em frente a APAE,tamarineira,-8.032146,-34.902614,E/Git,Ocasional/Ped.
343,Av. Cruz Cabugá,Av. Jaime da Fonte,Santo Amaro,-8.044646,-34.874888,E/Git,Veicular
344,Av. Cruz Cabugá,Beco do Tramways,Santo Amaro,-8.043294,-34.873933,E/Git,Veicular
345,Av. 17 de Agosto,Rua Lemos Torres,Casa Forte,-8.036436,-34.913909,E/Git,Veic.C/Ped.Ocas.
346,Av. 17 de Agosto,Rua Leonardo Cavalcanti,Casa Forte,-8.037138,-34.914591,E/Git,Veicular
347,Rua Cônego Barata,Em frente ao Hospital Ulisses Pernambucano,Tamarineira,-8.032199,-34.902509,E/Git,Ocasional/Ped.
348,Rua Carlos Gomes,Rua Gomes Taborda,Prado,-8.059004,-34.911957,E/Git,Veicular
349,Av. Gov. Agamenon Magalhães,Em frente ao Real Hosp. Português (Principal),Ilha do Leite,-8.063700,-34.897595,E/Git,Ocasional/Ped.
350,Av. Gov. Agamenon Magalhães,Em frente ao Real Hosp. Português (local),Ilha do Leite,-8.063725,-34.897695,E/Git,Ocasional/Ped.
351,Av. Dois Rios,Rua Rio Xingú,Dois Rios,-8.117766,-34.941927,E/Git,Veicular
352,Rua Imperial,Rua Cabo Eutrópio,Cabanga,-8.077527,-34.899322,E,Veic.C/Ped.Paral.
353,Rua José Gonçalves de Medeiros,Estrada dos Remédios,Benfica,-8.058948,-34.907222,E/Git,Veicular
354,Av. Abdias de Carvalho,Rua Santa Edwirgens,Prado,-8.062577,-34.911677,E/Git,Veicular
355,Av. Abdias de Carvalho,Rua Tabaiares(Girador do Sport),Ilha do Retiro,-8.061118,-34.904854,E/Git,Veicular
356,Av. João de Barros,Av. Visconde de Suassuna,Boa Vista,-8.050213,-34.889948,E,Veicular
357,Rua Odorico Mendes,Rua Prof. Francisco Trindade,Campo Grande,-8.035389,-34.880524,E,Veicular
358,Praça Parnamirim,Estrada do Encanamento,Parnamirim,-8.033040,-34.910404,E/Git,Veicular
359,Rua dos Coelhos,Em frente ao IMIP,Coelhos,-8.066612,-34.889726,E,Ocasional/Ped.
360,Rua Alberto Paiva,Rua Antônio Novaes,Graças,-8.043870,-34.900388,E/Git,Veicular
361,Rua da Hora ,Rua Amélia(J. L. Silveira),Espinheiro,-8.046217,-34.894335,E/Git,Veicular
362,Rua Regueira Costa,Rua Dr. José Maria,Rosarinho,-8.035400,-34.898450,E/Git,Veicular
363,Rua das Moças,Rua Constância,Arruda,-8.016591,-34.883967,E,Veicular
364,Av. Norte Miguel Arraes de Alencar,Rua Prof. José dos Anjos,Mangabeira,-8.026245,-34.905490,E/Git,Veicular
365,Av. João de Barros,Rua Joaquim Felipe,Boa Vista,-8.053189,-34.889967,E,Veicular
366,Av. Cons. Aguiar,Rua França Pereira,Boa Viagem,-8.106144,-34.889082,E/Git,Ocasional/Ped.
367,Rua Sport Club do Recife,Rua José Múcio Monteiro,Ilha do Retiro,-8.061485,-34.902625,E/Git,Veic.C/Ped.Paral.
368,Av. Joaquim Ribeiro,Rua Francisco Torres,Várzea,-8.030295,-34.957363,E/Git,Veicular
369,Rua Padre Lemos,Em frente aos CORREIOS,Casa Amarela,-8.022337,-34.919695,E,Ocasional/Ped.
370,Av. 17 de Agosto,Praça do Monteiro,Monteiro,-8.027749,-34.928219,E/Git,Ocasional/Ped.
371,Av. Gal. San Martin,Próximo a Rua Sigismundo Cabral de Melo,San Martin,-8.073416,-34.929589,E,Ocasional/Ped.
372,Av. 17 de Agosto,Praça de Casa Forte ,Casa Forte,-8.035731,-34.920195,E/Git,Veic.C/Ped.Ocas.
373,Rua Estado de Israel,Rua Dr. João Ásfora,ilha do Leite,-8.063488,-34.894867,E/Git,Veicular
374,Av. Professor Luiz Freire,Em frente à CEFET,Cidade Universitária,-8.058509,-34.949579,E,Ocasional/Ped.
375,Av. Abdias de Carvalho,Av. do Forte,Cordeiro,-8.062545,-34.932194,E/Git,Veic.C/Ped.
376,Av. Norte Miguel Arraes de Alencar,Rua Guadalupe,Torreão,-8.040395,-34.886885,E/Git,Veicular
377,Rua Marechal Deodoro,Rua Castro Alves,Torreão,-8.039653,-34.887309,E/Git,Veicular
378,Av. Gov. Agamenon Magalhães,Em frente ao Nº 674, (Sentido Olinda),Torreão,-8.041235,-34.881592,E/Git,Ocasional/Ped.
379,Av. Gov. Agamenon Magalhães,Em frente ao Ed.Visgueiro Nº1330,Torreão,-8.040896,-34.881825,E/Git,Ocasional/Ped.
380,Av. Domingos Ferreira,Rua Artur Muniz,Boa Viagem,-8.104002,-34.888953,E/Git,Veicular
381,Av. Dantas Barreto,Rua Tobias Barreto(Pista Leste),Santo Antonio,-8.067750,-34.880055,E/Git,Ocasional/Ped.
382,Av. Dantas Barreto,Rua Tobias Barreto,Santo Antonio,-8.067598,-34.880289,E/Git,Veicular
383,Cais de Santa Rita,Av. Martins de Barros,São José,-8.067341,-34.875618,E/Git,Veicular
384,Av. Dantas Barreto,Rua Passo da Pátria(Central),Santo Antonio,-8.069285,-34.881638,E/Git,Ocasional/Ped.
385,Av. Mascarenhas de Morais,Rua Muritiba,Imbiribeira,-8.112542,-34.912620,E/Git,Veicular
386,Av. Mascarenhas de Morais,Rua Itacaré,Imbiribeira,-8.111426,-34.912393,E/Git,Veic.C/Ped.Ocas.
387,Av. Beira Rio,Rua José Osório,Madalena,-8.053042,-34.904730,E/Git,Veic.C/Ped.
388,Av. Beberibe,Av. Cidade do Monteiro,Cajueiro,-8.009337,-34.889131,E,Veicular
389,Av. 17 de Agosto,Em frente ao C.P.O.R.,Santana,-8.037942,-34.918009,E/Git,Veic.c/Ped.Ocas.
390,Estrada dos Remédios,Rua Tabaiares,Ilha do Retiro,-8.065242,-34.908034,E/Git,Veic.C/Ped.Paral.
391,Rua São Miguel,Em frente ao Nº 685,Afogados,-8.080499,-34.912906,E,Ocasional/Ped.
392,Rua São Miguel,Rua do Troley,Jiquiá,-8.080911,-34.919408,E,Ocasional/Ped.
393,Av. Recife,Rua Gonçalves Magalhães,Vila da Sudene,-8.120308,-34.919456,E/Git,Veicular
394,Estrada Velha do Bongi ,Estrada dos Remédios,Bongi,-8.068958,-34.908466,E,Veic.C/Ped.Paral.
395,Rua Lindolfo Collor,Rua Antônio Curado,Engenho do Meio,-8.052412,-34.941340,E,Veicular
396,Rua Olívia Menelau,Av. Mascarenhas de Morais,Imbiribeira,-8.091147,-34.908513,E/Git,Veicular
397,Av. Norte Miguel Arraes de Alencar,Em frente ao Nº 886,Santo Amaro,-8.044930,-34.880372,E/Git,Ocasional/Ped.
398,Av. Beberibe,Em frente ao Nº 4510,Beberibe,-8.004059,-34.897083,E,Ocasional/Ped.
399,Rua Arquiteto Luis Nunes,Rua Álvaro Amorim,Imbiribeira,-8.086460,-34.909649,E/Git,Ocasional/Ped.
400,Av. Desembargador José Neves,Entrada do Túnel Augusto Lucena sent C/S,Boa Viagem,-8.121305,-34.909783,E/DIG,Ocasional/Ped.
401,Rua Dom Bosco,Em frente ao Batalhão da Rádio Patrulha,Boa Vista,-8.057437,-34.894809,E/Git,Ocasional/Ped.
402,Av. Gal.Mac. Arthur,Rua Jorge de Lima,Imbiribeira,-8.109790,-34.907568,E/Git,Ocasional/Ped.
403,Av. Gal.San Martin,Em frente aos CORREIOS,Cordeiro,-8.058427,-34.925094,E,Ocasional/Ped.
404,Estrada do Arraial,Rua Padre Lemos,Casa Amarela,-8.026759,-34.917731,E/Git,Veic.c/Ped.Ocas.
405,Av. Beberibe,Rua Júlio Ramos,Água Fria,-8.019664,-34.894550,E,Veic.c/Ped.Ocas.
406,Rua do Futuro,Em frente ao Parque da Jaqueira,Rosarinho,-8.036082,-34.903974,E/Git,Ocasional/Ped.
407,Rua Barão de Souza Leão,Em frente ao Colégio Santos Dumont,Boa Viagem,-8.132167,-34.907281,E/Git,Ocasional/Ped.
408,Rua da Concórdia,Praça Sérgio Loreto,São José,-8.071999,-34.884642,E/Git,Veicular
409,Rua Conde de Irajá,Praça da Torre,Torre,-8.047001,-34.913636,E,Ocasional/Ped.
410,Av. 17 de Agosto,Em frente ao Colégio Mater Christi,Casa Forte,-8.032824,-34.923126,E,Ocasional/Ped.
411,Rua Falcão de Lacerda,Em frente ao Colégio Barão de Rio Branco,Tejipió,-8.091702,-34.960211,E,Ocasional/Ped.
412,Av. João de Barros,Rua Dom Vital,Santo Amaro,-8.046496,-34.889856,E,Ocasional/Ped.
413,Av. Visconde de Albuquerque,Em frente ao Hospial D'Ávila,Madalena,-8.052039,-34.906643,E/Git,Ocasional/Ped.
414,Rua Imperial,Em frente ao Nº 363,São José,-8.071947,-34.882129,E/Git,Pedestre
415,Av. 17 de Agosto,Rua Virgínia Loreto,Parnamirim,-8.034731,-34.911633,E/Git,Ocasional/Ped.
416,Av. Dois Irmãos,BR-101,Dois Irmãos,-8.016837,-34.940941,E/Git,Veicular
417,Av. Gov. Agamenon Magalhães,Praça do Derby (pista Sul),Derby,-8.057480,-34.898221,E/Git,Veicular
418,Praça do Derby (pista Sul),Rua Jenner de Souza,Derby,-8.057518,-34.900070,E/Git,Veicular
419,Av. Conselheiro Aguiar,Rua Barão de Souza Leão,Boa Viagem,-8.132069,-34.901564,E/Git,Veicular
420,Rua Capitão Zuzinha,Rua Sá e Souza,Setúbal,-8.134801,-34.906262,E/GIt,Veicular
421,Estrada do Arraial,Rua Sebastião Alves,Tamarineira,-8.031005,-34.905445,E/Git,Veic.C/Ped.Paral.
422,Av. Abdias de Carvalho,Rua 15 de Março,Cordeiro,-8.061639,-34.930046,E/Git,Veicular
423,Rua São Miguel,Rua Odilon Tucuman,Afogados,-8.080699,-34.914588,E,Ocasional/Ped.
424,Av. Norte Miguel Arraes de Alencar,Rua Bujarú,Alto do Mandu,-8.018246,-34.928354,E,Ocasional/Ped.
425,Rua São Miguel,Em frente ao Nº 1808,Jiquiá,-8.081843,-34.922850,E,Ocasional/Ped.
426,Rua Cosme Viana,Rua Doutor Adelino,Afogados,-8.075838,-34.909021,E/Git,Veicular
427,Rua Treze de Maio,Rua Pedro Afonso,Santo Amaro,-8.049454,-34.881627,E/Git,Veicular
428,Rua 13 de Maio,Av. Da Saudade,Santo Amaro,-8.051091,-34.882771,E/Git,Veicular
429,Rua da Aurora,Rua Mamede Simões,Boa Vista,-8.058434,-34.879286,E,Ocasional/Ped.
430,Rua Cosme Viana,Rua Cel.Alfredo Duarte,Bongi,-8.071477,-34.909389,E/Git,Veicular
431,Rua Alegre,Rua Zeferino Agra,Água Fria,-8.021129,-34.893056,E,Ocasional/Ped.
432,Rua Guilherme Pinto,Em frente ao Instituto dos Cegos,Graças,-8.052197,-34.902136,E/Git,Ocasional/Ped.
433,Av. Visconde de Jequitinhonha,Rua Capitão Zuzinha,Boa Viagem,-8.133035,-34.902852,E/Git,Veicular
434,Av. Dr. José Rufino,Rua do Sancho,Sancho,-8.090909,-34.957331,E/Git,Veic.C/Ped.Ocas.
435,Rua da Harmonia,Estrada do Encanamento,Casa Forte,-8.031533,-34.915277,E/Git,Veicular
436,Cais do Apolo,Av. Militar,Bairro do Recife,-8.053540,-34.871839,E/Git,Veicular
437,Rua 10 de Julho,Av. Dom João VI (canal do Jordão),Boa Viagem,-8.135802,-34.908452,E/Git,Veicular
438,Av. Boa Viagem,Próximo à Rua Verdes Mares,Boa Viagem,-8.135429,-34.901386,E/Git,Ocasional/Ped.
439,Av. Mascarenhas de Morais,Em Frente ao Nº 2727,Boa Viagem,-8.106415,-34.911255,E/Git,Ocasional/Ped.
440,Av. Liberdade,Rua Juvêncio Marques da Cunha,Totó,-8.081032,-34.968542,E/Git,Veic.C/Ped.Ocas.
441,Av. Armindo Moura,Rua Cosmorama,Porta Larga,-8.148718,-34.914016,E/Git,Veicular
442,Rua Sgt. Silvino Macedo,Rua Antônio Torres Galvão,Imbiribeira,-8.112050,-34.906685,E/Git,Veicular
443,Av. Visconde de Jequitinhonha,Rua Charles Darwin,Boa Viagem,-8.130714,-34.902615,E/Git,Ocasional/Ped.
444,Av. Domingos Ferreira,Rua Cel. Sérgio Cardim,Boa Viagem,-8.130575,-34.902075,E/Git,Ocasional/Ped.
445,Av. Boa Viagem,Rua Zael Diógenes,Boa Viagem,-8.139063,-34.902598,E/Git,Veic.C/Ped.Paral.
446,Estrada do Arraial,Em frenteao nº 2926 (Instituto Ariano Suassuna),Casa Amarela,-8.029410,-34.908300,E/Git,Ocasional/Ped.
447,Rua Uriel de Holanda,Av. Hildebrando Vasconcelos,Bebribe,-8.004139,-34.899555,E,Veic.C/Ped.Ocas.
448,Rua Souza Bandeira,Rua Tomaz Gonzaga,Cordeiro,-8.048884,-34.917864,E/Git,Veicular
449,Rua Jean Emile Favre,Rua Itacari,Ipsep,-8.107902,-34.915933,E,Veicular
450,Rua Pampulha,Rua Izabel de Souza,Imbiribeira,-8.109840,-34.912939,E/Git,Veicular
451,Av. Norte Miguel Arraes de Alencar,Rua Tijucal,Macaxeira,-8.013432,-34.931481,E/Git,Veicular
452,Av. Rui Barbosa,Em frente ao Parque da Jaqueira,Jaqueira,-8.037930,-34.905533,E/Git,Ocasional/Ped.
453,Cais do Apolo,Em frente ao Tribunal Regional Federal,Recife Antigo,-8.058771,-34.872580,E/Git,Ocasional/Ped.
454,Cais do Apolo,Em frente a Praça Tiradentes ,Bairro do Recife,-8.058860,-34.872457,E/Git,Ocasional/Ped.
455,Av.Cruz Cabugá,Em frente a Praça Abreu e Lima,Santo Amaro,-8.046964,-34.876507,E/Git,Veic.C/Ped.Ocas.
456,Av. Norte Miguel Arraes de Alencar,Rua Salvador de Sá,Rosarinho,-8.031505,-34.898032,E/Git,Veic.C/Ped.Ocas.
457,Av. Cruz Cabugá,Rua Araripina,Santo Amaro,-8.050455,-34.879040,E,Ocasional/Ped.
458,Estrada de Belém,Rua Gonçalves Dias,Campo Grande,-8.032065,-34.877881,E,Veic.C/Ped.
459,Av. Conselheiro Rosa e Silva,Rua Conselheiro Portela,Espinheiro,-8.043634,-34.897365,E/Git,Veic.C/Ped.Paral.
460,Av. Parnamirim,Rua Leonardo Bezerra Cavalcante,Jaqueira,-8.035814,-34.906837,E/Git,Veic.C/Ped.Paral.
461,Av. Recife,Próximo ao Supermercado Makro,Vila Tamandaré,-8.088813,-34.929836,E/Git,Ocasional/Ped.
462,Estrada do Encanamento,Rua Ferreira Lopes,Parnamirim,-8.032263,-34.912967,E/Git,Veicular
463,Av. Norte Miguel Arraes de Alencar,Rua Vinte e Quatro de Agosto,Santo Amaro,-8.049120,-34.874913,E/Git,Veicular
464,Rua Conselheiro Portela,Rua Barão de Itamaracá,Espinheiro,-8.042562,-34.894676,E/Git,Veicular
465,Av. Gov. Agamenon Magalhães,Em frente à Reitoria da FESP/UPE,Boa Vista,-8.043816,-34.887198,E/Git,Ocasional/Ped.
466,Rua do Príncipe,Em frente ao Hospital Geral do Recife,Boa Vista,-8.057845,-34.883644,E/Git,Pedestre
467,Rua Barão de Vitória,Em frente a Estação Central RFFSA,Santo Antonio,-8.066941,-34.883257,E,Pedestre
468,Av. Cruz Cabugá,Ao lado do Shopping Tacaruna,Santo Antonio,-8.039662,-34.871386,E/Git,Ocasional/Ped.
469,Av. 17 de Agosto,Rua Jader de Andrade,Casa Forte,-8.033854,-34.922021,E/Git,Veicular
470,Av. Cruz Cabugá,Em frente ao Nº 1920 (Sent. Olinda),Santo Amaro,-8.039706,-34.871276,E/Git,Ocasional/Ped.
471,Av. Masc. de Morais,Rua João Fontes,Imbiribeira,-8.125187,-34.914922,E/Git,Veicular
